排名,英文,語料次數,頻率層,詞性,中文,學習優先度,類型,過去式,過去分詞,不規則,筆記
8154,blush,9,04｜擴充,,,B 擴充,,,,,
8155,boasted,9,04｜擴充,,,B 擴充,,,,,
8156,booty,9,04｜擴充,,,B 擴充,,,,,
8157,breathed,9,04｜擴充,,,B 擴充,,,,,
8158,bristol,9,04｜擴充,,,B 擴充,,,,,
8159,brittle,9,04｜擴充,,,B 擴充,,,,,
8160,bruising,9,04｜擴充,,,B 擴充,,,,,
8161,bubo,9,04｜擴充,,,B 擴充,,,,,
8162,bulk,9,04｜擴充,,,B 擴充,,,,,
8163,burdened,9,04｜擴充,,,B 擴充,,,,,
8164,burdens,9,04｜擴充,,,B 擴充,,,,,
8165,bursts,9,04｜擴充,,,B 擴充,,,,,
8166,bushy,9,04｜擴充,,,B 擴充,,,,,
8167,cabin,9,04｜擴充,,,B 擴充,,,,,
8168,calcified,9,04｜擴充,,,B 擴充,,,,,
8169,camps,9,04｜擴充,,,B 擴充,,,,,
8170,carious,9,04｜擴充,,,B 擴充,,,,,
8171,carries,9,04｜擴充,,,B 擴充,,,,,
8172,casual,9,04｜擴充,,,B 擴充,,,,,
8173,category,9,04｜擴充,n.,類別,A 基礎必會,名詞,—,—,—,
8174,catholics,9,04｜擴充,,,B 擴充,,,,,
8175,caucus,9,04｜擴充,,,B 擴充,,,,,
8176,censure,9,04｜擴充,,,B 擴充,,,,,
8177,champion,9,04｜擴充,,,B 擴充,,,,,
8178,chap,9,04｜擴充,,,B 擴充,,,,,
8179,charred,9,04｜擴充,,,B 擴充,,,,,
8180,chartered,9,04｜擴充,,,B 擴充,,,,,
8181,chat,9,04｜擴充,,,B 擴充,,,,,
8182,chere,9,04｜擴充,,,B 擴充,,,,,
8183,cherry,9,04｜擴充,,,B 擴充,,,,,
8184,cirsoid,9,04｜擴充,,,B 擴充,,,,,
8185,clavicular,9,04｜擴充,,,B 擴充,,,,,
8186,clergyman,9,04｜擴充,,,B 擴充,,,,,
8187,clinging,9,04｜擴充,,,B 擴充,,,,,
8188,cloaks,9,04｜擴充,,,B 擴充,,,,,
8189,coburg,9,04｜擴充,,,B 擴充,,,,,
8190,cock,9,04｜擴充,,,B 擴充,,,,,
8191,codes,9,04｜擴充,,,B 擴充,,,,,
8192,colloid,9,04｜擴充,,,B 擴充,,,,,
8193,colon,9,04｜擴充,,,B 擴充,,,,,
8194,communities,9,04｜擴充,,,B 擴充,,,,,
8195,compel,9,04｜擴充,,,B 擴充,,,,,
8196,comprehend,9,04｜擴充,,,B 擴充,,,,,
8197,conclude,9,04｜擴充,,,B 擴充,,,,,
8198,conclusive,9,04｜擴充,,,B 擴充,,,,,
8199,confidential,9,04｜擴充,,,B 擴充,,,,,
8200,conflicting,9,04｜擴充,,,B 擴充,,,,,
8201,congregation,9,04｜擴充,,,B 擴充,,,,,
8202,conjunction,9,04｜擴充,,,B 擴充,,,,,
8203,conquer,9,04｜擴充,,,B 擴充,,,,,
8204,conqueror,9,04｜擴充,,,B 擴充,,,,,
8205,consolidated,9,04｜擴充,,,B 擴充,,,,,
8206,contemplate,9,04｜擴充,,,B 擴充,,,,,
8207,contemptible,9,04｜擴充,,,B 擴充,,,,,
8208,contended,9,04｜擴充,,,B 擴充,,,,,
8209,contingencies,9,04｜擴充,,,B 擴充,,,,,
8210,contribute,9,04｜擴充,v.,貢獻,B 中高級核心,動詞,contributed,contributed,否,
8211,contusions,9,04｜擴充,,,B 擴充,,,,,
8212,convenience,9,04｜擴充,,,B 擴充,,,,,
8213,cooperative,9,04｜擴充,,,B 擴充,,,,,
8214,copied,9,04｜擴充,,,B 擴充,,,,,
8215,copious,9,04｜擴充,,,B 擴充,,,,,
8216,copse,9,04｜擴充,,,B 擴充,,,,,
8217,cork,9,04｜擴充,,,B 擴充,,,,,
8218,corpses,9,04｜擴充,,,B 擴充,,,,,
8219,countenance,9,04｜擴充,,,B 擴充,,,,,
8220,countryside,9,04｜擴充,,,B 擴充,,,,,
8221,courses,9,04｜擴充,,,B 擴充,,,,,
8222,cowboy,9,04｜擴充,,,B 擴充,,,,,
8223,creak,9,04｜擴充,,,B 擴充,,,,,
8224,crept,9,04｜擴充,,,B 擴充,,,,,
8225,crippled,9,04｜擴充,,,B 擴充,,,,,
8226,cruelly,9,04｜擴充,,,B 擴充,,,,,
8227,crumpled,9,04｜擴充,,,B 擴充,,,,,
8228,cupboard,9,04｜擴充,,,B 擴充,,,,,
8229,curling,9,04｜擴充,,,B 擴充,,,,,
8230,curve,9,04｜擴充,,,B 擴充,,,,,
8231,darted,9,04｜擴充,,,B 擴充,,,,,
8232,dash,9,04｜擴充,,,B 擴充,,,,,
8233,dates,9,04｜擴充,,,B 擴充,,,,,
8234,decent,9,04｜擴充,,,B 擴充,,,,,
8235,decidedly,9,04｜擴充,,,B 擴充,,,,,
8236,decreed,9,04｜擴充,,,B 擴充,,,,,
8237,deductible,9,04｜擴充,,,B 擴充,,,,,
8238,deference,9,04｜擴充,,,B 擴充,,,,,
8239,defiance,9,04｜擴充,,,B 擴充,,,,,
8240,dejected,9,04｜擴充,,,B 擴充,,,,,
8241,delegate,9,04｜擴充,,,B 擴充,,,,,
8242,demonstration,9,04｜擴充,,,B 擴充,,,,,
8243,departments,9,04｜擴充,,,B 擴充,,,,,
8244,depending,9,04｜擴充,,,B 擴充,,,,,
8245,deposits,9,04｜擴充,,,B 擴充,,,,,
8246,depriving,9,04｜擴充,,,B 擴充,,,,,
8247,deputation,9,04｜擴充,,,B 擴充,,,,,
8248,detective,9,04｜擴充,,,B 擴充,,,,,
8249,devise,9,04｜擴充,,,B 擴充,,,,,
8250,diamond,9,04｜擴充,,,B 擴充,,,,,
8251,dilate,9,04｜擴充,,,B 擴充,,,,,
8252,dip,9,04｜擴充,,,B 擴充,,,,,
8253,diplomat,9,04｜擴充,,,B 擴充,,,,,
8254,diplomatist,9,04｜擴充,,,B 擴充,,,,,
8255,diplomatists,9,04｜擴充,,,B 擴充,,,,,
8256,disabilities,9,04｜擴充,,,B 擴充,,,,,
8257,disclaimer,9,04｜擴充,,,B 擴充,,,,,
8258,discrimination,9,04｜擴充,,,B 擴充,,,,,
8259,disfigurement,9,04｜擴充,,,B 擴充,,,,,
8260,disgraceful,9,04｜擴充,,,B 擴充,,,,,
8261,dishonorable,9,04｜擴充,,,B 擴充,,,,,
8262,dislike,9,04｜擴充,,,B 擴充,,,,,
8263,dislocated,9,04｜擴充,,,B 擴充,,,,,
8264,distension,9,04｜擴充,,,B 擴充,,,,,
8265,disturbing,9,04｜擴充,,,B 擴充,,,,,
8266,ditch,9,04｜擴充,,,B 擴充,,,,,
8267,dorogomilov,9,04｜擴充,,,B 擴充,,,,,
8268,doubly,9,04｜擴充,,,B 擴充,,,,,
8269,dozens,9,04｜擴充,,,B 擴充,,,,,
8270,drown,9,04｜擴充,,,B 擴充,,,,,
8271,drunkard,9,04｜擴充,,,B 擴充,,,,,
8272,duncan,9,04｜擴充,,,B 擴充,,,,,
8273,dusky,9,04｜擴充,,,B 擴充,,,,,
8274,dwelt,9,04｜擴充,,,B 擴充,,,,,
8275,eagle,9,04｜擴充,,,B 擴充,,,,,
8276,efficacious,9,04｜擴充,,,B 擴充,,,,,
8277,elegant,9,04｜擴充,,,B 擴充,,,,,
8278,elizabeth,9,04｜擴充,,,B 擴充,,,,,
8279,emaciated,9,04｜擴充,,,B 擴充,,,,,
8280,emotional,9,04｜擴充,,,B 擴充,,,,,
8281,enactment,9,04｜擴充,,,B 擴充,,,,,
8282,endothelial,9,04｜擴充,,,B 擴充,,,,,
8283,endured,9,04｜擴充,,,B 擴充,,,,,
8284,engage,9,04｜擴充,,,B 擴充,,,,,
8285,enlisted,9,04｜擴充,,,B 擴充,,,,,
8286,enraptured,9,04｜擴充,,,B 擴充,,,,,
8287,entangled,9,04｜擴充,,,B 擴充,,,,,
8288,entertained,9,04｜擴充,,,B 擴充,,,,,
8289,entreaty,9,04｜擴充,,,B 擴充,,,,,
8290,envious,9,04｜擴充,,,B 擴充,,,,,
8291,envoy,9,04｜擴充,,,B 擴充,,,,,
8292,epiphyses,9,04｜擴充,,,B 擴充,,,,,
8293,erratic,9,04｜擴充,,,B 擴充,,,,,
8294,eruptions,9,04｜擴充,,,B 擴充,,,,,
8295,erza,9,04｜擴充,,,B 擴充,,,,,
8296,eternity,9,04｜擴充,,,B 擴充,,,,,
8297,evacuation,9,04｜擴充,,,B 擴充,,,,,
8298,evanescent,9,04｜擴充,,,B 擴充,,,,,
8299,everted,9,04｜擴充,,,B 擴充,,,,,
8300,exceeding,9,04｜擴充,,,B 擴充,,,,,
8301,excluding,9,04｜擴充,,,B 擴充,,,,,
8302,executing,9,04｜擴充,,,B 擴充,,,,,
8303,exempt,9,04｜擴充,,,B 擴充,,,,,
8304,experiencing,9,04｜擴充,,,B 擴充,,,,,
8305,expresses,9,04｜擴充,,,B 擴充,,,,,
8306,eyford,9,04｜擴充,,,B 擴充,,,,,
8307,facial,9,04｜擴充,,,B 擴充,,,,,
8308,facilitate,9,04｜擴充,,,B 擴充,,,,,
8309,facilities,9,04｜擴充,,,B 擴充,,,,,
8310,faction,9,04｜擴充,,,B 擴充,,,,,
8311,faded,9,04｜擴充,,,B 擴充,,,,,
8312,faithfully,9,04｜擴充,,,B 擴充,,,,,
8313,favoring,9,04｜擴充,,,B 擴充,,,,,
8314,ferdinand,9,04｜擴充,,,B 擴充,,,,,
8315,fetched,9,04｜擴充,,,B 擴充,,,,,
8316,filaments,9,04｜擴充,,,B 擴充,,,,,
8317,fili,9,04｜擴充,,,B 擴充,,,,,
8318,fists,9,04｜擴充,,,B 擴充,,,,,
8319,flora,9,04｜擴充,,,B 擴充,,,,,
8320,fools,9,04｜擴充,,,B 擴充,,,,,
8321,foresaw,9,04｜擴充,,,B 擴充,,,,,
8322,foresee,9,04｜擴充,,,B 擴充,,,,,
8323,forfeit,9,04｜擴充,,,B 擴充,,,,,
8324,forgiven,9,04｜擴充,,,B 擴充,,,,,
8325,forthcoming,9,04｜擴充,,,B 擴充,,,,,
8326,fractured,9,04｜擴充,,,B 擴充,,,,,
8327,framing,9,04｜擴充,,,B 擴充,,,,,
8328,frankness,9,04｜擴充,,,B 擴充,,,,,
8329,freshness,9,04｜擴充,,,B 擴充,,,,,
8330,fulfillment,9,04｜擴充,,,B 擴充,,,,,
8331,functional,9,04｜擴充,,,B 擴充,,,,,
8332,fungating,9,04｜擴充,,,B 擴充,,,,,
8333,furious,9,04｜擴充,,,B 擴充,,,,,
8334,garfield,9,04｜擴充,,,B 擴充,,,,,
8335,geographical,9,04｜擴充,,,B 擴充,,,,,
8336,glycerin,9,04｜擴充,,,B 擴充,,,,,
8337,gorki,9,04｜擴充,,,B 擴充,,,,,
8338,graciously,9,04｜擴充,,,B 擴充,,,,,
8339,greeley,9,04｜擴充,,,B 擴充,,,,,
8340,greet,9,04｜擴充,,,B 擴充,,,,,
8341,grizzled,9,04｜擴充,,,B 擴充,,,,,
8342,guessing,9,04｜擴充,,,B 擴充,,,,,
8343,gypsy,9,04｜擴充,,,B 擴充,,,,,
8344,harbor,9,04｜擴充,,,B 擴充,,,,,
8345,harriet,9,04｜擴充,,,B 擴充,,,,,
8346,hasn,9,04｜擴充,,,B 擴充,,,,,
8347,headlong,9,04｜擴充,,,B 擴充,,,,,
8348,hind,9,04｜擴充,,,B 擴充,,,,,
8349,ho,9,04｜擴充,,,B 擴充,,,,,
8350,hopelessly,9,04｜擴充,,,B 擴充,,,,,
8351,horseflesh,9,04｜擴充,,,B 擴充,,,,,
8352,housemaid,9,04｜擴充,,,B 擴充,,,,,
8353,huddled,9,04｜擴充,,,B 擴充,,,,,
8354,humored,9,04｜擴充,,,B 擴充,,,,,
8355,hyaline,9,04｜擴充,,,B 擴充,,,,,
8356,identify,9,04｜擴充,v.,辨認,B 中高級核心,動詞,identified,identified,否,
8357,illegal,9,04｜擴充,,,B 擴充,,,,,
8358,illegitimate,9,04｜擴充,,,B 擴充,,,,,
8359,illustrate,9,04｜擴充,,,B 擴充,,,,,
8360,impaction,9,04｜擴充,,,B 擴充,,,,,
8361,impeachment,9,04｜擴充,,,B 擴充,,,,,
8362,impetus,9,04｜擴充,,,B 擴充,,,,,
8363,implication,9,04｜擴充,,,B 擴充,,,,,
8364,imploring,9,04｜擴充,,,B 擴充,,,,,
8365,imported,9,04｜擴充,,,B 擴充,,,,,
8366,improper,9,04｜擴充,,,B 擴充,,,,,
8367,inclination,9,04｜擴充,,,B 擴充,,,,,
8368,incline,9,04｜擴充,,,B 擴充,,,,,
8369,indefinitely,9,04｜擴充,,,B 擴充,,,,,
8370,indispensable,9,04｜擴充,,,B 擴充,,,,,
8371,indulgence,9,04｜擴充,,,B 擴充,,,,,
8372,industrious,9,04｜擴充,,,B 擴充,,,,,
8373,infamous,9,04｜擴充,,,B 擴充,,,,,
8374,infect,9,04｜擴充,,,B 擴充,,,,,
8375,ingenious,9,04｜擴充,,,B 擴充,,,,,
8376,insoluble,9,04｜擴充,,,B 擴充,,,,,
8377,integrity,9,04｜擴充,,,B 擴充,,,,,
8378,integument,9,04｜擴充,,,B 擴充,,,,,
8379,interrupt,9,04｜擴充,,,B 擴充,,,,,
8380,interstitial,9,04｜擴充,,,B 擴充,,,,,
8381,intervening,9,04｜擴充,,,B 擴充,,,,,
8382,invention,9,04｜擴充,,,B 擴充,,,,,
8383,invite,9,04｜擴充,v.,邀請,A 基礎必會,動詞,invited,invited,否,
8384,iritis,9,04｜擴充,,,B 擴充,,,,,
8385,ivan,9,04｜擴充,,,B 擴充,,,,,
8386,ivanych,9,04｜擴充,,,B 擴充,,,,,
8387,jabez,9,04｜擴充,,,B 擴充,,,,,
8388,jail,9,04｜擴充,,,B 擴充,,,,,
8389,jamestown,9,04｜擴充,,,B 擴充,,,,,
8390,jealousies,9,04｜擴充,,,B 擴充,,,,,
8391,jews,9,04｜擴充,,,B 擴充,,,,,
8392,jingling,9,04｜擴充,,,B 擴充,,,,,
8393,jurisprudence,9,04｜擴充,,,B 擴充,,,,,
8394,karagins,9,04｜擴充,,,B 擴充,,,,,
8395,knelt,9,04｜擴充,,,B 擴充,,,,,
8396,laceration,9,04｜擴充,,,B 擴充,,,,,
8397,laterally,9,04｜擴充,,,B 擴充,,,,,
8398,lathe,9,04｜擴充,,,B 擴充,,,,,
8399,latterly,9,04｜擴充,,,B 擴充,,,,,
8400,leaps,9,04｜擴充,,,B 擴充,,,,,
8401,legally,9,04｜擴充,,,B 擴充,,,,,
8402,leisurely,9,04｜擴充,,,B 擴充,,,,,
8403,lighter,9,04｜擴充,,,B 擴充,,,,,
8404,liking,9,04｜擴充,,,B 擴充,,,,,
8405,lists,9,04｜擴充,,,B 擴充,,,,,
8406,lone,9,04｜擴充,,,B 擴充,,,,,
8407,lovers,9,04｜擴充,,,B 擴充,,,,,
8408,lymphadenoma,9,04｜擴充,,,B 擴充,,,,,
8409,lympho,9,04｜擴充,,,B 擴充,,,,,
8410,magistrate,9,04｜擴充,,,B 擴充,,,,,
8411,magnanimous,9,04｜擴充,,,B 擴充,,,,,
8412,mail,9,04｜擴充,,,B 擴充,,,,,
8413,makers,9,04｜擴充,,,B 擴充,,,,,
8414,malleolus,9,04｜擴充,,,B 擴充,,,,,
8415,mane,9,04｜擴充,,,B 擴充,,,,,
8416,manila,9,04｜擴充,,,B 擴充,,,,,
8417,marauders,9,04｜擴充,,,B 擴充,,,,,
8418,marine,9,04｜擴充,,,B 擴充,,,,,
8419,masculine,9,04｜擴充,,,B 擴充,,,,,
8420,masons,9,04｜擴充,,,B 擴充,,,,,
8421,materially,9,04｜擴充,,,B 擴充,,,,,
8422,memorandum,9,04｜擴充,,,B 擴充,,,,,
8423,mentioning,9,04｜擴充,,,B 擴充,,,,,
8424,metacarpal,9,04｜擴充,,,B 擴充,,,,,
8425,milder,9,04｜擴充,,,B 擴充,,,,,
8426,mindedly,9,04｜擴充,,,B 擴充,,,,,
8427,mindedness,9,04｜擴充,,,B 擴充,,,,,
8428,minutely,9,04｜擴充,,,B 擴充,,,,,
8429,moles,9,04｜擴充,,,B 擴充,,,,,
8430,monastery,9,04｜擴充,,,B 擴充,,,,,
8431,morally,9,04｜擴充,,,B 擴充,,,,,
8432,morphin,9,04｜擴充,,,B 擴充,,,,,
8433,mortemart,9,04｜擴充,,,B 擴充,,,,,
8434,musical,9,04｜擴充,,,B 擴充,,,,,
8435,mysteries,9,04｜擴充,,,B 擴充,,,,,
8436,nationalities,9,04｜擴充,,,B 擴充,,,,,
8437,nicely,9,04｜擴充,,,B 擴充,,,,,
8438,ninth,9,04｜擴充,,,B 擴充,,,,,
8439,nobles,9,04｜擴充,,,B 擴充,,,,,
8440,nodes,9,04｜擴充,,,B 擴充,,,,,
8441,nominating,9,04｜擴充,,,B 擴充,,,,,
8442,notebook,9,04｜擴充,,,B 擴充,,,,,
8443,notwithstanding,9,04｜擴充,,,B 擴充,,,,,
8444,novelty,9,04｜擴充,,,B 擴充,,,,,
8445,nurses,9,04｜擴充,,,B 擴充,,,,,
8446,obeyed,9,04｜擴充,,,B 擴充,,,,,
8447,occluded,9,04｜擴充,,,B 擴充,,,,,
8448,occlusion,9,04｜擴充,,,B 擴充,,,,,
8449,odd,9,04｜擴充,,,B 擴充,,,,,
8450,officially,9,04｜擴充,,,B 擴充,,,,,
8451,omitted,9,04｜擴充,,,B 擴充,,,,,
8452,oo,9,04｜擴充,,,B 擴充,,,,,
8453,orators,9,04｜擴充,,,B 擴充,,,,,
8454,organizing,9,04｜擴充,,,B 擴充,,,,,
8455,orifice,9,04｜擴充,,,B 擴充,,,,,
8456,orthodox,9,04｜擴充,,,B 擴充,,,,,
8457,otis,9,04｜擴充,,,B 擴充,,,,,
8458,outward,9,04｜擴充,,,B 擴充,,,,,
8459,overflowing,9,04｜擴充,,,B 擴充,,,,,
8460,overland,9,04｜擴充,,,B 擴充,,,,,
8461,overthrown,9,04｜擴充,,,B 擴充,,,,,
8462,overwhelmed,9,04｜擴充,,,B 擴充,,,,,
8463,papules,9,04｜擴充,,,B 擴充,,,,,
8464,parliamentary,9,04｜擴充,,,B 擴充,,,,,
8465,parotid,9,04｜擴充,,,B 擴充,,,,,
8466,paths,9,04｜擴充,,,B 擴充,,,,,
8467,patronage,9,04｜擴充,,,B 擴充,,,,,
8468,pausing,9,04｜擴充,,,B 擴充,,,,,
8469,pavlograds,9,04｜擴充,,,B 擴充,,,,,
8470,pearls,9,04｜擴充,,,B 擴充,,,,,
8471,peculiarity,9,04｜擴充,,,B 擴充,,,,,
8472,pensions,9,04｜擴充,,,B 擴充,,,,,
8473,periphery,9,04｜擴充,,,B 擴充,,,,,
8474,perishing,9,04｜擴充,,,B 擴充,,,,,
8475,permeated,9,04｜擴充,,,B 擴充,,,,,
8476,peroneal,9,04｜擴充,,,B 擴充,,,,,
8477,perturbed,9,04｜擴充,,,B 擴充,,,,,
8478,phases,9,04｜擴充,,,B 擴充,,,,,
8479,pierced,9,04｜擴充,,,B 擴充,,,,,
8480,pig,9,04｜擴充,,,B 擴充,,,,,
8481,pile,9,04｜擴充,,,B 擴充,,,,,
8482,pilgrim,9,04｜擴充,,,B 擴充,,,,,
8483,pine,9,04｜擴充,,,B 擴充,,,,,
8484,pistols,9,04｜擴充,,,B 擴充,,,,,
8485,platt,9,04｜擴充,,,B 擴充,,,,,
8486,pleasing,9,04｜擴充,,,B 擴充,,,,,
8487,plow,9,04｜擴充,,,B 擴充,,,,,
8488,plymouth,9,04｜擴充,,,B 擴充,,,,,
8489,politician,9,04｜擴充,,,B 擴充,,,,,
8490,polled,9,04｜擴充,,,B 擴充,,,,,
8491,popularity,9,04｜擴充,,,B 擴充,,,,,
8492,possesses,9,04｜擴充,,,B 擴充,,,,,
8493,possessor,9,04｜擴充,,,B 擴充,,,,,
8494,pouring,9,04｜擴充,,,B 擴充,,,,,
8495,practised,9,04｜擴充,,,B 擴充,,,,,
8496,precaution,9,04｜擴充,,,B 擴充,,,,,
8497,predestined,9,04｜擴充,,,B 擴充,,,,,
8498,preferably,9,04｜擴充,,,B 擴充,,,,,
8499,prestige,9,04｜擴充,,,B 擴充,,,,,
8500,prevail,9,04｜擴充,,,B 擴充,,,,,
8501,primarily,9,04｜擴充,,,B 擴充,,,,,
8502,prior,9,04｜擴充,,,B 擴充,,,,,
8503,procession,9,04｜擴充,,,B 擴充,,,,,
8504,professor,9,04｜擴充,,,B 擴充,,,,,
8505,projection,9,04｜擴充,,,B 擴充,,,,,
8506,prompted,9,04｜擴充,,,B 擴充,,,,,
8507,pronounce,9,04｜擴充,,,B 擴充,,,,,
8508,proposing,9,04｜擴充,,,B 擴充,,,,,
8509,propriety,9,04｜擴充,,,B 擴充,,,,,
8510,proudly,9,04｜擴充,,,B 擴充,,,,,
8511,pulmonary,9,04｜擴充,,,B 擴充,,,,,
8512,punch,9,04｜擴充,,,B 擴充,,,,,
8513,purchases,9,04｜擴充,,,B 擴充,,,,,
8514,races,9,04｜擴充,,,B 擴充,,,,,
8515,raft,9,04｜擴充,,,B 擴充,,,,,
8516,rags,9,04｜擴充,,,B 擴充,,,,,
8517,railroads,9,04｜擴充,,,B 擴充,,,,,
8518,ravine,9,04｜擴充,,,B 擴充,,,,,
8519,reads,9,04｜擴充,,,B 擴充,,,,,
8520,reappeared,9,04｜擴充,,,B 擴充,,,,,
8521,reared,9,04｜擴充,,,B 擴充,,,,,
8522,reasonably,9,04｜擴充,,,B 擴充,,,,,
8523,rebels,9,04｜擴充,,,B 擴充,,,,,
8524,recommend,9,04｜擴充,v.,推薦；建議,B 中高級核心,動詞,recommended,recommended,否,
8525,recommendation,9,04｜擴充,,,B 擴充,,,,,
8526,recurred,9,04｜擴充,,,B 擴充,,,,,
8527,reducing,9,04｜擴充,,,B 擴充,,,,,
8528,refer,9,04｜擴充,v.,提到；參考,B 中高級核心,動詞,refered,refered,否,
8529,regularly,9,04｜擴充,,,B 擴充,,,,,
8530,reined,9,04｜擴充,,,B 擴充,,,,,
8531,rejoiced,9,04｜擴充,,,B 擴充,,,,,
8532,relationship,9,04｜擴充,n.,關係,B 中高級核心,名詞,—,—,—,
8533,reluctance,9,04｜擴充,,,B 擴充,,,,,
8534,remind,9,04｜擴充,,,B 擴充,,,,,
8535,reminiscences,9,04｜擴充,,,B 擴充,,,,,
8536,reproduced,9,04｜擴充,,,B 擴充,,,,,
8537,repudiated,9,04｜擴充,,,B 擴充,,,,,
8538,rescued,9,04｜擴充,,,B 擴充,,,,,
8539,respond,9,04｜擴充,v.,回應,B 中高級核心,動詞,responded,responded,否,
8540,restraining,9,04｜擴充,,,B 擴充,,,,,
8541,restraints,9,04｜擴充,,,B 擴充,,,,,
8542,retaining,9,04｜擴充,,,B 擴充,,,,,
8543,reticule,9,04｜擴充,,,B 擴充,,,,,
8544,retraction,9,04｜擴充,,,B 擴充,,,,,
8545,revenues,9,04｜擴充,,,B 擴充,,,,,
8546,roared,9,04｜擴充,,,B 擴充,,,,,
8547,roi,9,04｜擴充,,,B 擴充,,,,,
8548,roughly,9,04｜擴充,,,B 擴充,,,,,
8549,ruptures,9,04｜擴充,,,B 擴充,,,,,
8550,russe,9,04｜擴充,,,B 擴充,,,,,
8551,sable,9,04｜擴充,,,B 擴充,,,,,
8552,sabre,9,04｜擴充,,,B 擴充,,,,,
8553,sacrament,9,04｜擴充,,,B 擴充,,,,,
8554,sacrificing,9,04｜擴充,,,B 擴充,,,,,
8555,sacrum,9,04｜擴充,,,B 擴充,,,,,
8556,saints,9,04｜擴充,,,B 擴充,,,,,
8557,salon,9,04｜擴充,,,B 擴充,,,,,
8558,salute,9,04｜擴充,,,B 擴充,,,,,
8559,sanction,9,04｜擴充,,,B 擴充,,,,,
8560,saphenous,9,04｜擴充,,,B 擴充,,,,,
8561,savings,9,04｜擴充,,,B 擴充,,,,,
8562,scanning,9,04｜擴充,,,B 擴充,,,,,
8563,scoundrels,9,04｜擴充,,,B 擴充,,,,,
8564,scouts,9,04｜擴充,,,B 擴充,,,,,
8565,scrutiny,9,04｜擴充,,,B 擴充,,,,,
8566,seamen,9,04｜擴充,,,B 擴充,,,,,
8567,seekers,9,04｜擴充,,,B 擴充,,,,,
8568,selecting,9,04｜擴充,,,B 擴充,,,,,
8569,selfish,9,04｜擴充,,,B 擴充,,,,,
8570,sensations,9,04｜擴充,,,B 擴充,,,,,
8571,sensory,9,04｜擴充,,,B 擴充,,,,,
8572,sentinels,9,04｜擴充,,,B 擴充,,,,,
8573,sera,9,04｜擴充,,,B 擴充,,,,,
8574,servile,9,04｜擴充,,,B 擴充,,,,,
8575,sessions,9,04｜擴充,,,B 擴充,,,,,
8576,shabby,9,04｜擴充,,,B 擴充,,,,,
8577,shiny,9,04｜擴充,,,B 擴充,,,,,
8578,shocked,9,04｜擴充,,,B 擴充,,,,,
8579,shores,9,04｜擴充,,,B 擴充,,,,,
8580,shouldered,9,04｜擴充,,,B 擴充,,,,,
8581,siberia,9,04｜擴充,,,B 擴充,,,,,
8582,signature,9,04｜擴充,,,B 擴充,,,,,
8583,sincerity,9,04｜擴充,,,B 擴充,,,,,
8584,sites,9,04｜擴充,,,B 擴充,,,,,
8585,sketch,9,04｜擴充,,,B 擴充,,,,,
8586,smoothing,9,04｜擴充,,,B 擴充,,,,,
8587,snap,9,04｜擴充,,,B 擴充,,,,,
8588,snorted,9,04｜擴充,,,B 擴充,,,,,
8589,socialist,9,04｜擴充,,,B 擴充,,,,,
8590,sorrowful,9,04｜擴充,,,B 擴充,,,,,
8591,specified,9,04｜擴充,,,B 擴充,,,,,
8592,speedy,9,04｜擴充,,,B 擴充,,,,,
8593,spell,9,04｜擴充,,,B 擴充,,,,,
8594,spies,9,04｜擴充,,,B 擴充,,,,,
8595,spontaneously,9,04｜擴充,,,B 擴充,,,,,
8596,spun,9,04｜擴充,,,B 擴充,,,,,
8597,squamous,9,04｜擴充,,,B 擴充,,,,,
8598,stamped,9,04｜擴充,,,B 擴充,,,,,
8599,staphylococci,9,04｜擴充,,,B 擴充,,,,,
8600,starving,9,04｜擴充,,,B 擴充,,,,,
8601,stately,9,04｜擴充,,,B 擴充,,,,,
8602,statements,9,04｜擴充,,,B 擴充,,,,,
8603,sterile,9,04｜擴充,,,B 擴充,,,,,
8604,sterilisation,9,04｜擴充,,,B 擴充,,,,,
8605,sting,9,04｜擴充,,,B 擴充,,,,,
8606,stinging,9,04｜擴充,,,B 擴充,,,,,
8607,stocking,9,04｜擴充,,,B 擴充,,,,,
8608,stormed,9,04｜擴充,,,B 擴充,,,,,
8609,straightened,9,04｜擴充,,,B 擴充,,,,,
8610,stretches,9,04｜擴充,,,B 擴充,,,,,
8611,strife,9,04｜擴充,,,B 擴充,,,,,
8612,striped,9,04｜擴充,,,B 擴充,,,,,
8613,stripes,9,04｜擴充,,,B 擴充,,,,,
8614,stroking,9,04｜擴充,,,B 擴充,,,,,
8615,stumbling,9,04｜擴充,,,B 擴充,,,,,
8616,submitting,9,04｜擴充,,,B 擴充,,,,,
8617,substantial,9,04｜擴充,,,B 擴充,,,,,
8618,suffragists,9,04｜擴充,,,B 擴充,,,,,
8619,superseded,9,04｜擴充,,,B 擴充,,,,,
8620,swallowing,9,04｜擴充,,,B 擴充,,,,,
8621,sympathized,9,04｜擴充,,,B 擴充,,,,,
8622,tabes,9,04｜擴充,,,B 擴充,,,,,
8623,talents,9,04｜擴充,,,B 擴充,,,,,
8624,tallow,9,04｜擴充,,,B 擴充,,,,,
8625,tents,9,04｜擴充,,,B 擴充,,,,,
8626,tete,9,04｜擴充,,,B 擴充,,,,,
8627,therapeutic,9,04｜擴充,,,B 擴充,,,,,
8628,thomson,9,04｜擴充,,,B 擴充,,,,,
